7200,0,2d0,0,D,UNK-NOW,Unknown,Unknown,Unknown,2
49652159,52159,1f0,cbbf,D,Trp C Dist 2,TROOP C DIST2 Wayne Co,Law Dispatch,NCSHP Troop C Raleigh,2
49652160,52160,1f0,cbc0,D,Trp C Dist 3,TROOP C DIST3 Wake Co,Law Dispatch,NCSHP Troop C Raleigh,2
49652161,52161,1f0,cbc1,D,Trp C Dist 4,"TROOP C DIST4 Franklin, Vance, Warren Cos",Law Dispatch,NCSHP Troop C Raleigh,2
49652162,52162,1f0,cbc2,D,Trp C Dist 5,"TROOP C DIST5 Wilson, Greene Cos",Law Dispatch,NCSHP Troop C Raleigh,2
49652163,52163,1f0,cbc3,D,Trp C Dist 6,TROOP C DIST6 Johnston Co,Law Dispatch,NCSHP Troop C Raleigh,2
49652164,52164,1f0,cbc4,D,Trp C Dist 7,"TROOP C DIST7 Durham, Granville Cos",Law Dispatch,NCSHP Troop C Raleigh,2
49652165,52165,1f0,cbc5,D,Trp C Dist 8,"TROOP C DIST8 Northampton, Halifax Cos",Law Dispatch,NCSHP Troop C Raleigh,2
49652166,52166,1f0,cbc6,D,Trp C HQ,TRP C H/Q GRP,Law Talk,NCSHP Troop C Raleigh,2
49652167,52167,1f0,cbc7,D,Trp D Com 1,TRP D COMMON 1,Law Tac,NCSHP Troop D Greensboro,2
49652168,52168,1f0,cbc8,D,Trp D Com 2,TRP D COMMON 2,Law Tac,NCSHP Troop D Greensboro,2
49652169,52169,1f0,cbc9,D,Trp D Dist 1,"TROOP D DIST1 Chatham, Lee Cos",Law Dispatch,NCSHP Troop D Greensboro,2
49652170,52170,1f0,cbca,D,Trp D Dist 2,TROOP D DIST2 Guilford Co,Law Dispatch,NCSHP Troop D Greensboro,2
49652171,52171,1f0,cbcb,D,Trp D Dist 3,TROOP D DIST3 Rockingham Co,Law Dispatch,NCSHP Troop D Greensboro,2
49652172,52172,1f0,cbcc,D,Trp D Dist 4,"TROOP D DIST4 Person, Caswell Cos",Law Dispatch,NCSHP Troop D Greensboro,2
49652173,52173,1f0,cbcd,D,Trp D Dist 5,TROOP D DIST5 Alamance Co,Law Dispatch,NCSHP Troop D Greensboro,2
49652174,52174,1f0,cbce,D,Trp D Dist 6,TROOP D DIST6 Randolph Co,Law Dispatch,NCSHP Troop D Greensboro,2
49652175,52175,1f0,cbcf,D,Trp D Dist 7,TROOP D DIST7 Orange Co,Law Dispatch,NCSHP Troop D Greensboro,2
49652176,52176,1f0,cbd0,D,Trp D HQ,TRP D H/Q GRP,Law Talk,NCSHP Troop D Greensboro,2
49652177,52177,1f0,cbd1,D,Trp E Com 1,TRP E COMMON 1,Law Tac,NCSHP Troop E Salisbury,2
49652178,52178,1f0,cbd2,D,Trp E Com 2,TRP E COMMON 2,Law Tac,NCSHP Troop E Salisbury,2
49652179,52179,1f0,cbd3,D,Trp E Dist 1,TROOP E DIST1 Davidson Co,Law Dispatch,NCSHP Troop E Salisbury,2
49652180,52180,1f0,cbd4,D,Trp E Dist 2,"TROOP E DIST2 Stanly, Montgomery Cos",Law Dispatch,NCSHP Troop E Salisbury,2
49652181,52181,1f0,cbd5,D,Trp E Dist 3,TROOP E DIST3 Rowan Co,Law Dispatch,NCSHP Troop E Salisbury,2
49652182,52182,1f0,cbd6,D,Trp E Dist 4,TROOP E DIST4 Forsyth Co,Law Dispatch,NCSHP Troop E Salisbury,2
49652183,52183,1f0,cbd7,D,Trp E Dist 5,"TROOP E DIST5 Stokes, Surry Cos",Law Dispatch,NCSHP Troop E Salisbury,2
49652184,52184,1f0,cbd8,D,Trp E Dist 6,TROOP E DIST6 Cabarrus Co,Law Dispatch,NCSHP Troop E Salisbury,2
49652185,52185,1f0,cbd9,D,Trp E Dist 7,"TROOP E DIST7 Davie, Yadkin Cos",Law Dispatch,NCSHP Troop E Salisbury,2
49652186,52186,1f0,cbda,D,Trp E HQ,TRP E H/Q GRP,Law Talk,NCSHP Troop E Salisbury,2
49652187,52187,1f0,cbdb,D,Trp F Com 1,TRP F COMMON 1,Law Tac,NCSHP Troop F Newton,2
49652188,52188,1f0,cbdc,D,Trp F Com 2,TRP F COMMON 2,Law Tac,NCSHP Troop F Newton,2
49652189,52189,1f0,cbdd,D,Trp F Dist 1,TROOP F DIST1 Burke Co,Law Dispatch,NCSHP Troop F Newton,2
49652190,52190,1f0,cbde,D,Trp F Dist 2,"TROOP F DIST2 Wilkes, Ashe, Alleghany Cos",Law Dispatch,NCSHP Troop F Newton,2
49652191,52191,1f0,cbdf,D,Trp F Dist 3,"TROOP F DIST3 Caldwell, Watauga Cos",Law Dispatch,NCSHP Troop F Newton,2
49652192,52192,1f0,cbe0,D,Trp F Dist 4,"TROOP F DIST4 Iredell, Alexander Cos",Law Dispatch,NCSHP Troop F Newton,2
49652193,52193,1f0,cbe1,D,Trp F Dist 5,"TROOP F DIST5 Catawba, Lincoln Cos",Law Dispatch,NCSHP Troop F Newton,2
49652194,52194,1f0,cbe2,D,Trp F HQ,TRP F H/Q GRP,Law Talk,NCSHP Troop F Newton,2
49652195,52195,1f0,cbe3,D,Trp G Com 1,TRP G COMMON 1,Law Tac,NCSHP Troop G Asheville,2
49652196,52196,1f0,cbe4,D,Trp G Com 2,TRP G COMMON 2,Law Tac,NCSHP Troop G Asheville,2
49652197,52197,1f0,cbe5,D,Trp G Dist 1,"TROOP G DIST1 Yancey, Mitchell, Avery, Madison Cos",Law Dispatch,NCSHP Troop G Asheville,2
49652198,52198,1f0,cbe6,D,Trp G Dist 2,"TROOP G DIST2 McDowell, Rutherford Cos",Law Dispatch,NCSHP Troop G Asheville,2
49652199,52199,1f0,cbe7,D,Trp G Dist 3,"TROOP G DIST3 Henderson, Transylvania, Polk Cos",Law Dispatch,NCSHP Troop G Asheville,2
49652200,52200,1f0,cbe8,D,Trp G Dist 4,TROOP G DIST4 Buncombe Co,Law Dispatch,NCSHP Troop G Asheville,2
49652201,52201,1f0,cbe9,D,Trp G Dist 5,"TROOP G DIST5 Haywood, Jackson Cos",Law Dispatch,NCSHP Troop G Asheville,2
49652202,52202,1f0,cbea,D,Trp G Dist 6,"TROOP G DIST6 Swain, Macon, Clay, Cherokee, Graham Cos",Law Dispatch,NCSHP Troop G Asheville,2
49652203,52203,1f0,cbeb,D,Trp G HQ,TRP G H/Q GRP,Law Talk,NCSHP Troop G Asheville,2
49652204,52204,1f0,cbec,D,Trp H Com 1,TRP H COMMON 1,Law Tac,NCSHP Troop H Monroe,2
49652205,52205,1f0,cbed,D,Trp H Com 2,TRP H COMMON 2,Law Tac,NCSHP Troop H Monroe,2
49652206,52206,1f0,cbee,D,Trp H Dist 1,TROOP H DIST1 Gaston Co,Law Dispatch,NCSHP Troop H Monroe,2
49652207,52207,1f0,cbef,D,Trp H Dist 2,"TROOP H DIST2 Richmond, Scotland Cos",Law Dispatch,NCSHP Troop H Monroe,2
49652208,52208,1f0,cbf0,D,Trp H Dist 3,"TROOP H DIST3 Union, Anson Cos",Law Dispatch,NCSHP Troop H Monroe,2
49652209,52209,1f0,cbf1,D,Trp H Dist 4,TROOP H DIST4 Cleveland Co,Law Dispatch,NCSHP Troop H Monroe,2
49652210,52210,1f0,cbf2,D,Trp H Dist 5,TROOP H DIST5 Mecklenburg Co,Law Dispatch,NCSHP Troop H Monroe,2
49652211,52211,1f0,cbf3,D,Trp H Dist 6,"TROOP H DIST6 Moore, Hoke Cos",Law Dispatch,NCSHP Troop H Monroe,2
49652212,52212,1f0,cbf4,D,Trp H HQ,TRP H H/Q GRP,Law Talk,NCSHP Troop H Monroe,2
49652216,52216,1f0,cbf8,D,SHP GOV,SHP Governors Mansion Raleigh,Law Tac,North Carolina Highway Patrol Various,2
49652218,52218,1f0,cbfa,D,SHPMOTOR,SHP Motor Units,Law Tac,North Carolina Highway Patrol Various,2
49652222,52222,1f0,cbfe,D,SHPSOSHQ,SHP Sheriff HQ,Law Tac,North Carolina Highway Patrol Various,2
49652224,52224,1f0,cc00,D,Trp A MAID,NCSHP Troop A Mutual Aid,Interop,NCSHP Troop A Greenville,2
49652225,52225,1f0,cc01,D,Trp B MAID,NCSHP Troop B Mutual Aid,Interop,NCSHP Troop B Fayetteville,2
49652226,52226,1f0,cc02,D,Trp C MAID,NCSHP Troop C Mutual Aid,Interop,NCSHP Troop C Raleigh,2
49652227,52227,1f0,cc03,D,Trp D MAID,NCSHP Troop D Mutual Aid,Interop,NCSHP Troop D Greensboro,2
49652228,52228,1f0,cc04,D,Trp E MAID,NCSHP Troop E Mutual Aid,Interop,NCSHP Troop E Salisbury,2
49652229,52229,1f0,cc05,D,Trp F MAID,NCSHP Troop F Mutual Aid,Interop,NCSHP Troop F Newton,2
49652230,52230,1f0,cc06,D,Trp G MAID,NCSHP Troop G Mutual Aid,Interop,NCSHP Troop G Asheville,2
49652231,52231,1f0,cc07,D,Trp H MAID,NCSHP Troop H Mutual Aid,Interop,NCSHP Troop H Monroe,2
49652255,52255,1f0,cc1f,D,SWCALL,Statewide Calling Channel,Interop,Statewide Interop,2
49652256,52256,1f0,cc20,D,SWEMS,Statewide EMS Channel,Interop,Statewide Interop,2
49652257,52257,1f0,cc21,D,SWFIRE,Statewide Fire Channel,Interop,Statewide Interop,2
49652258,52258,1f0,cc22,D,SWGEN,Statewide General Channel,Interop,Statewide Interop,2
49652259,52259,1f0,cc23,D,SWLAW,Statewide Law Channel,Interop,Statewide Interop,2
49652263,52263,1f0,cc27,D,CABE,Cabes Land Trail State Park,Public Works,NC Parks Service,2
49652264,52264,1f0,cc28,D,FOMA,Fort Macon State Park,Public Works,NC Parks Service,2
49652265,52265,1f0,cc29,D,GOCR,Goose Creek State Park,Public Works,NC Parks Service,2
49652266,52266,1f0,cc2a,D,GORG,Gorges State Park,Public Works,NC Parks Service,2
49652267,52267,1f0,cc2b,D,HABE,Hammock Beach State Park,Public Works,NC Parks Service,2
49652268,52268,1f0,cc2c,D,HARO,Hanging Rock State Park,Public Works,NC Parks Service,2
49652269,52269,1f0,cc2d,D,HARI,Haw River State Park,Public Works,NC Parks Service,2
49652270,52270,1f0,cc2e,D,CHRO,Chimney Rock State Park,Public Works,NC Parks Service,2
49652271,52271,1f0,cc2f,D,JONE,Jones Lake State Park,Public Works,NC Parks Service,2
49652272,52272,1f0,cc30,D,JORD,Jordan Lake State Park,Public Works,NC Parks Service,2
49652273,52273,1f0,cc31,D,JORI,Jockeys Ridge State Park,Public Works,NC Parks Service,2
49652274,52274,1f0,cc32,D,CACRWEWO,Carver's Creek Weymouth Woods Sandhills Nature Preserve,Public Works,NC Parks Service,2
49652275,52275,1f0,cc33,D,KELA,Kerr Lake State Park,Public Works,NC Parks Service,2
49652276,52276,1f0,cc34,D,LAJA,Lake James State Park,Public Works,NC Parks Service,2
49652277,52277,1f0,cc35,D,LANO,Lake Norman State Park,Public Works,NC Parks Service,2
49652278,52278,1f0,cc36,D,LAWA,Lake Waccamaw State Park,Public Works,NC Parks Service,2
49652279,52279,1f0,cc37,D,LURI,Lumber River State Park,Public Works,NC Parks Service,2
49652280,52280,1f0,cc38,D,MARI,Mayo River State Park,Public Works,NC Parks Service,2
49652281,52281,1f0,cc39,D,MEMI,Merchants Millpond State Park,Public Works,NC Parks Service,2
49652282,52282,1f0,cc3a,D,MEMO,Medoc Mountain State Park,Public Works,NC Parks Service,2
49652285,52285,1f0,cc3d,D,CLNE,Cliffs of the Neuse State Park,Public Works,NC Parks Service,2
49652286,52286,1f0,cc3e,D,NERIMOJE,New River Mount Jefferson,Public Works,NC Parks Service,2
49652287,52287,1f0,cc3f,D,PETT,Pettigrew State Park,Public Works,NC Parks Service,2
49652288,52288,1f0,cc40,D,PIMO,Pilot Mountain State Park,Public Works,NC Parks Service,2
49652289,52289,1f0,cc41,D,RARO,Raven Rock State Park,Public Works,NC Parks Service,2
49652290,52290,1f0,cc42,D,SILA,Singletary State Park,Public Works,NC Parks Service,2
49652292,52292,1f0,cc44,D,STMO,Stone Mountain State Park,Public Works,NC Parks Service,2
49652293,52293,1f0,cc45,D,WIUM,William B Umstead State Park,Public Works,NC Parks Service,2
49652296,52296,1f0,cc48,D,CRMO,Crowders Mountain State Park,Public Works,NC Parks Service,2
49652300,52300,1f0,cc4c,D,NODI OPS,State Parks Northern District OPS,Public Works,NC Parks Service,2
49652301,52301,1f0,cc4d,D,SODI OPS,State Parks Southern District OPS,Public Works,NC Parks Service,2
49652302,52302,1f0,cc4e,D,EADI OPS,State Parks Eastern District OPS,Public Works,NC Parks Service,2
49652303,52303,1f0,cc4f,D,WEDI OPS,State Parks Western District OPS,Public Works,NC Parks Service,2
49652304,52304,1f0,cc50,D,SP SWTAC,State Parks Statewide TAC,Public Works,NC Parks Service,2
49652305,52305,1f0,cc51,D,SP TAC 1,State Parks TAC 1,Public Works,NC Parks Service,2
49652306,52306,1f0,cc52,D,SP TAC 2,State Parks TAC 2,Public Works,NC Parks Service,2
49652307,52307,1f0,cc53,D,DISW,Dismal Swamp State Park,Public Works,NC Parks Service,2
49652308,52308,1f0,cc54,D,SP TAC 3,State Parks TAC 3,Public Works,NC Parks Service,2
49652309,52309,1f0,cc55,D,SP TAC 4,State Parks TAC 4,Public Works,NC Parks Service,2
49652310,52310,1f0,cc56,D,SP TAC 5,State Parks TAC 5,Public Works,NC Parks Service,2
49652311,52311,1f0,cc57,D,SP TAC 6,State Parks TAC 6,Public Works,NC Parks Service,2
49652312,52312,1f0,cc58,D,SP TAC 7,State Parks TAC 7,Public Works,NC Parks Service,2
49652313,52313,1f0,cc59,D,SP TAC 8,State Parks TAC 8,Public Works,NC Parks Service,2
49652314,52314,1f0,cc5a,D,SP TAC 9,State Parks TAC 9,Public Works,NC Parks Service,2
49652315,52315,1f0,cc5b,D,SP TAC10,State Parks TAC 10,Public Works,NC Parks Service,2
49652316,52316,1f0,cc5c,D,SP TAC11,State Parks TAC 11,Public Works,NC Parks Service,2
49652317,52317,1f0,cc5d,D,SP TAC12,State Parks TAC 12,Public Works,NC Parks Service,2
49652318,52318,1f0,cc5e,D,ELKNGRMO,Elk Knob Grandfather Mountain,Public Works,NC Parks Service,2
49652319,52319,1f0,cc5f,D,SP TAC13,State Parks TAC 13,Public Works,NC Parks Service,2
49652320,52320,1f0,cc60,D,SP TAC14,State Parks TAC 14,Public Works,NC Parks Service,2
49652321,52321,1f0,cc61,D,SP TAC15,State Parks TAC 15,Public Works,NC Parks Service,2
49652322,52322,1f0,cc62,D,SP TAC16,State Parks TAC 16,Public Works,NC Parks Service,2
49652323,52323,1f0,cc63,D,SP TAC17,State Parks TAC 17,Public Works,NC Parks Service,2
49652324,52324,1f0,cc64,D,SP TAC18,State Parks TAC 18,Public Works,NC Parks Service,2
49652325,52325,1f0,cc65,D,SP TAC19,State Parks TAC 19,Public Works,NC Parks Service,2
49652326,52326,1f0,cc66,D,SP LE1,State Parks LE 1,Public Works,NC Parks Service,2
49652327,52327,1f0,cc67,D,SP LE2,State Parks LE 2,Public Works,NC Parks Service,2
49652328,52328,1f0,cc68,D,SP LE3,State Parks LE 3,Public Works,NC Parks Service,2
49652329,52329,1f0,cc69,D,ENRI,Eno River State Park,Public Works,NC Parks Service,2
49652330,52330,1f0,cc6a,D,SP LE4,State Parks LE 4,Public Works,NC Parks Service,2
49652331,52331,1f0,cc6b,D,SP LE5,State Parks LE 5,Public Works,NC Parks Service,2
49652332,52332,1f0,cc6c,D,SP LE6,State Parks LE 6,Public Works,NC Parks Service,2
49652333,52333,1f0,cc6d,D,SP LE7,State Parks LE 7,Public Works,NC Parks Service,2
49652334,52334,1f0,cc6e,D,FALA,Falls Lake Recreation Park,Public Works,NC Parks Service,2
49652335,52335,1f0,cc6f,D,FOFI,Fort Fisher State Park,Public Works,NC Parks Service,2
49652336,52336,1f0,cc70,E,SHP MW TECH,State Highway Patrol - Microwave Techs,Public Works,Radio Technicians ,2
49652339,52339,1f0,cc73,D,UNCACADMIN,UNC AirCare Admin,Hospital,Statewide Medical Transport ,2
49652340,52340,1f0,cc74,D,UNCACAIROPS,UNC AirCare OPS,Hospital,Statewide Medical Transport ,2
49652341,52341,1f0,cc75,D,UNCACGRDOPS,UNC AIrCare Ground Ops,Hospital,Statewide Medical Transport ,2
49652342,52342,1f0,cc76,D,UNCACDISP,UNC AirCare Dispatch,Hospital,Statewide Medical Transport ,2
49652351,52351,1f0,cc7f,D,UNC-G PD DIS,UNC-G PD Dispatch,Law Dispatch,Guilford County,2
49652353,52353,1f0,cc81,D,UNC-G PD CID,UNC-G PD CID,Law Tac,Guilford County,2
49652354,52354,1f0,cc82,D,UNCHOSP ED,UNC Hospital Emergency Department,Hospital,Orange County,2
49652363,52363,1f0,cc8b,D,VCPOOL 1,Central Pool 1,Interop,Statewide/Systemwide,2
49652364,52364,1f0,cc8c,D,VCPOOL 2,Central Pool 2,Interop,Statewide/Systemwide,2
49652365,52365,1f0,cc8d,D,VCROAM 1,Central Roam 1,Interop,Statewide/Systemwide,2
49652366,52366,1f0,cc8e,D,VCROAM 2,Central Roam 2,Interop,Statewide/Systemwide,2
49652367,52367,1f0,cc8f,D,VEPOOL 1,East Pool 1,Interop,Statewide/Systemwide,2
49652368,52368,1f0,cc90,D,VEPOOL 2,East Pool 2,Interop,Statewide/Systemwide,2
49652369,52369,1f0,cc91,D,VEROAM 1,East Roam 1,Interop,Statewide/Systemwide,2
49652370,52370,1f0,cc92,D,VEROAM 2,East Roam 2,Interop,Statewide/Systemwide,2
49652371,52371,1f0,cc93,D,VIPERMEDAIR,VMN Med Air Talkgroup,Hospital,VIPER Medical Network VMN,2
49652372,52372,1f0,cc94,D,Agape,Agape Community Heath Center Washington VMA1,Hospital,VIPER Medical Network VMN,2
49652373,52373,1f0,cc95,D,BeaufortCnty,Beaufort County Washington VMA10,Hospital,VIPER Medical Network VMN,2
49652374,52374,1f0,cc96,D,Caswell CHC,Caswell Family CHC Yanceyville VMG4,Hospital,VIPER Medical Network VMN,2
49652375,52375,1f0,cc97,D,WAKEMED GAME,WakeMed Garner VMG5,Hospital,VIPER Medical Network VMN,2
49652376,52376,1f0,cc98,D,Mission Hosp,Mission Hospital Asheville VMG6,Hospital,VIPER Medical Network VMN,2
49652377,52377,1f0,cc99,D,WakeMed Apex,Wake Med Apex VMG7,Hospital,VIPER Medical Network VMN,2
49652378,52378,1f0,cc9a,D,Franklin Med,Franklin Regional Med Center Louisburg VMG8,Hospital,VIPER Medical Network VMN,2
49652379,52379,1f0,cc9b,D,Boone Trail,Boone Trail Med CHC Mamers VMG9,Hospital,VIPER Medical Network VMN,2
49652380,52380,1f0,cc9c,D,Vance Warren,Vance Warren CHC Manson VMG10,Hospital,VIPER Medical Network VMN,2
49652381,52381,1f0,cc9d,D,Person Med,Person Family Medical Roxboro VMG11,Hospital,VIPER Medical Network VMN,2
49652382,52382,1f0,cc9e,D,New Bern Ped,New Bern Ridge Pediatrics Raleigh VMG12,Hospital,VIPER Medical Network VMN,2
49652383,52383,1f0,cc9f,D,Nash General,Nash General Rocky Mount VMG13,Hospital,VIPER Medical Network VMN,2
49652384,52384,1f0,cca0,D,Bladen Hosp,Bladen County Hosp Elizabethtown VMA11,Hospital,VIPER Medical Network VMN,2
49652385,52385,1f0,cca1,D,Carteret Gen,Carteret General Morehead City VMG14,Hospital,VIPER Medical Network VMN,2
49652386,52386,1f0,cca2,D,NorthernHosp,Northern Hospital Surry Mt Airy VMG15,Hospital,VIPER Medical Network VMN,2
49652387,52387,1f0,cca3,D,NCSpcaltyHos,NC Specialty Hospital Durham VMG16,Hospital,VIPER Medical Network VMN,2
49652388,52388,1f0,cca4,D,Lincoln VMH1,Lincoln Community Heath Durham VMH1,Hospital,VIPER Medical Network VMN,2
49652389,52389,1f0,cca5,D,Butner Hosp,Central Regional Hospital Butner VMH2,Hospital,VIPER Medical Network VMN,2
49652390,52390,1f0,cca6,D,Rural Health,Rural Health Group Roanoke Rapids VMH3,Hospital,VIPER Medical Network VMN,2
49652391,52391,1f0,cca7,D,Wilson CHC,Wilson CHC VMH4,Hospital,VIPER Medical Network VMN,2
49652392,52392,1f0,cca8,D,Ahoskie Med,Ahoskie Family Physicians VMH5,Hospital,VIPER Medical Network VMN,2
49652393,52393,1f0,cca9,D,WAKE MED,Wake Med Cary VMH6,Hospital,VIPER Medical Network VMN,2
49652394,52394,1f0,ccaa,D,Moses Cone,Moses Cone Greensboro VMH7,Hospital,VIPER Medical Network VMN,2
49652395,52395,1f0,ccab,D,Dosher Hosp,Dosher Hospital Southport VMA12,Hospital,VIPER Medical Network VMN,2
49652396,52396,1f0,ccac,D,Richmond Hsp,Richmond Hospital Rockingham VMH8,Hospital,VIPER Medical Network VMN,2
49652397,52397,1f0,ccad,D,MntgomryHosp,Montgomery Hospital Troy VMH,Hospital,VIPER Medical Network VMN,2
49652398,52398,1f0,ccae,D,Wash. County,Washington County Plymouth,Hospital,VIPER Medical Network VMN,2
49652399,52399,1f0,ccaf,D,Wake Med,Wake Med Childrens Raleigh VMH11,Hospital,VIPER Medical Network VMN,2
49652400,52400,1f0,ccb0,D,Wake Med N.,Wake Med North Raleigh VMH12,Hospital,VIPER Medical Network VMN,2
49652401,52401,1f0,ccb1,D,Presbyterian,Presbyterian Hospital Charlotte VMH13,Hospital,VIPER Medical Network VMN,2
49652402,52402,1f0,ccb2,D,Windsor Med,Windsor Medical Center CHC VMH14,Hospital,VIPER Medical Network VMN,2
49652403,52403,1f0,ccb3,D,Bertie Hosp,Bertie Memorial Hospital Windsor VMH15,Hospital,VIPER Medical Network VMN,2
49652404,52404,1f0,ccb4,D,CabarrusHlth,Cabarrus Community Health Concord VMH16,Hospital,VIPER Medical Network VMN,2
49652405,52405,1f0,ccb5,D,Gaston Med,Gaston Family Health Gastonia VMI1,Hospital,VIPER Medical Network VMN,2
49652406,52406,1f0,ccb6,D,Asheville VA,Asheville VA VMA13,Hospital,VIPER Medical Network VMN,2
49652407,52407,1f0,ccb7,D,Wake Med,Wake Med Brier Creek VMI2,Hospital,VIPER Medical Network VMN,2
49652408,52408,1f0,ccb8,D,Carolinas SP,Carolinas SP VMI3,Hospital,VIPER Medical Network VMN,2
49652409,52409,1f0,ccb9,D,CW WilamsCHC,CW Williams Metrolina CHC Metrolina VMI4,Hospital,VIPER Medical Network VMN,2
49652410,52410,1f0,ccba,D,Hoke Co med,Hoke Co 1st Health VMI5,Hospital,VIPER Medical Network VMN,2
49652411,52411,1f0,ccbb,D,Carolinas ME,Carolinas ME VMI6,Hospital,VIPER Medical Network VMN,2
49652412,52412,1f0,ccbc,D,Wade Family,Wade Family Medical CMC VMI7,Hospital,VIPER Medical Network VMN,2
49652413,52413,1f0,ccbd,D,Hghsmth Rany,Highsmith Rainey Hospital Fayetteville VMI8,Hospital,VIPER Medical Network VMN,2
49652414,52414,1f0,ccbe,D,Presbyterian,Presbyterian VMI9,Hospital,VIPER Medical Network VMN,2
49652415,52415,1f0,ccbf,D,TricountyCMC,Tricounty CMC Newton Grove VMI10,Hospital,VIPER Medical Network VMN,2
49652416,52416,1f0,ccc0,D,Lumberton HC,Lumberton Health Center VMI11,Hospital,VIPER Medical Network VMN,2
49652417,52417,1f0,ccc1,D,Grace Hosp,Grace Hospital Morganton VMA14,Hospital,VIPER Medical Network VMN,2
49652418,52418,1f0,ccc2,D,NH CMC,New Hanover CMC WIlmington VMI12,Hospital,VIPER Medical Network VMN,2
49652419,52419,1f0,ccc3,D,KstnCMCVMI13,Kinston Community CMC VMI13,Hospital,VIPER Medical Network VMN,2
49652420,52420,1f0,ccc4,D,Snow Hill,Snow Hill Medical Center VMI14,Hospital,VIPER Medical Network VMN,2
49652421,52421,1f0,ccc5,D,Naval Hospit,Naval Hospital Camp Lejeune VMI15,Hospital,VIPER Medical Network VMN,2
49652422,52422,1f0,ccc6,D,Cherry Hosp,Cherry Hospital Goldsboro VMI16,Hospital,VIPER Medical Network VMN,2
49652423,52423,1f0,ccc7,D,Mashburn Med,Mashburn Medical Center Marshall VMJ1,Hospital,VIPER Medical Network VMN,2
49652424,52424,1f0,ccc8,D,BlueRidgeMed,Blue Ridge Family Practice Hendersonville VMJ2,Hospital,VIPER Medical Network VMN,2
49652425,52425,1f0,ccc9,D,Ridgelawn,Ridgelawn Clinic Asheville VMJ3,Hospital,VIPER Medical Network VMN,2
49652426,52426,1f0,ccca,D,Johnston Med,Johnston MedCenter Clayton VMJ4,Hospital,VIPER Medical Network VMN,2
49652427,52427,1f0,cccb,D,State OEMS,STATE OEMS VMJ5,Hospital,VIPER Medical Network VMN,2
49652428,52428,1f0,cccc,D,Valdese Hosp,Valdese General Hospital VMA15,Hospital,VIPER Medical Network VMN,2
49652429,52429,1f0,cccd,D,NECarConVMJ6,Northeast MedCenter Cabarrus Concord VMJ6,Hospital,VIPER Medical Network VMN,2
49652430,52430,1f0,ccce,D,Thoasvle Med,Thomasville Medical Center VMJ7,Hospital,VIPER Medical Network VMN,2
49652431,52431,1f0,cccf,D,LexingtonMem,Lexington Memorial Hospital VMJ8,Hospital,VIPER Medical Network VMN,2
49652432,52432,1f0,ccd0,D,Special Ops,Special Ops VMJ9,Hospital,VIPER Medical Network VMN,2
49652433,52433,1f0,ccd1,D,HIGH POINT,High Point Regional Hospital VMJ10,Hospital,VIPER Medical Network VMN,2
49652434,52434,1f0,ccd2,D,Wesley Long,Wesley Long Greensboro VMJ11,Hospital,VIPER Medical Network VMN,2
49652435,52435,1f0,ccd3,D,Womens,Womens Hospital VMJ12,Hospital,VIPER Medical Network VMN,2
49652436,52436,1f0,ccd4,D,Johnston Med,Johnston Med Center Smithfield VMJ13,Hospital,VIPER Medical Network VMN,2
49652437,52437,1f0,ccd5,D,Carrboro CHC,Carrboro CHC VMJ14,Hospital,VIPER Medical Network VMN,2
49652438,52438,1f0,ccd6,D,Presb. Hosp.,Presbyterian Hospital Matthews VMJ15,Hospital,VIPER Medical Network VMN,2
49652439,52439,1f0,ccd7,D,Caldwell Mem,Caldwell Memorial Lenoir VMA16,Hospital,VIPER Medical Network VMN,2
49652440,52440,1f0,ccd8,D,Carolinas,Carolinas POI VMJ16,Hospital,VIPER Medical Network VMN,2
49652440,52440,1f0,ccd8,D,HokeHospital,Hoke Hospital,Hospital,Hoke County,2
49652441,52441,1f0,ccd9,D,Presb. Hosp.,Presbytrian Hospital Huntersville VMK1,Hospital,VIPER Medical Network VMN,2
49652442,52442,1f0,ccda,D,Pineville,Pineville Hospital & Steele Creek VMK2,Hospital,VIPER Medical Network VMN,2
49652443,52443,1f0,ccdb,D,CMC Hospital,CMC University Hospital Charlotte VMK3,Hospital,VIPER Medical Network VMN,2
49652444,52444,1f0,ccdc,D,MoreheadHsp,Morehead Memorial Hospital Eden VMK4,Hospital,VIPER Medical Network VMN,2
49652445,52445,1f0,ccdd,D,Rowan Med,Rowan Regional Medical Center VMK5,Hospital,VIPER Medical Network VMN,2
49652446,52446,1f0,ccde,D,Indian Hosp,Cherokee Indian Hospital VMK6,Hospital,VIPER Medical Network VMN,2
49652447,52447,1f0,ccdf,D,State EOC,STATE EOC VMK7,Hospital,VIPER Medical Network VMN,2
49652448,52448,1f0,cce0,D,PittCoDisatr,Pitt Co Disaster VMK8,Hospital,VIPER Medical Network VMN,2
49652449,52449,1f0,cce1,D,PittCo Admin,Pitt Co Admin VMK9,Hospital,VIPER Medical Network VMN,2
49652450,52450,1f0,cce2,D,Halifax Med,Halifax Medical Roanoke Rapids VMB1,Hospital,VIPER Medical Network VMN,2
49652451,52451,1f0,cce3,D,NavyCicC.P.,Naval Clinic Cherry Point VMK10,Hospital,VIPER Medical Network VMN,2
49652452,52452,1f0,cce4,D,Cape Fear,Cape Fear Hosp New Hanover VMK11,Hospital,VIPER Medical Network VMN,2
